TextId,CISI,Region,Site,Type,Symbol,Material,Complete,Direction,RawText,ReadingTokens,StructuralParse,StructuralTemplate,SemanticFrame,SemanticOptions,SlotFillers,NameLikeBlocks,CrossFrameReuse,MinimalPairEvidence,ReconstructionConfidence,PhoneticReadiness,NextTest
308.2,-,Inter-Riverine,Harappa,TAB:I,,Steatite,N,R/L,+000-220+,220,220:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
329.1,-,Inter-Riverine,Harappa,POT:T:g,,Clay,?,R/L,]155-033+,033-155,033:SLOT_FINAL_MODIFIER | 155:SIGN,SLOT_FINAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
336.1,-,Inter-Riverine,Harappa,POT:T:g,,Clay,?,NR,]705+,705,705:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3672.1,M-1374,Lower Indus,Mohenjo-daro,POT:T:s,,Clay,N,R/L,+000-700-033-000+,033-700,033:SLOT_FINAL_MODIFIER | 700:SIGN,SLOT_FINAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3689.2,M-1397,Lower Indus,Mohenjo-daro,TAB:B,-,Clay,N,R/L,+167-705-000-360+,360-705-167,360:SIGN | 705:SLOT_INITIAL_MODIFIER | 167:SIGN,SIGN SLOT_INITIAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
369.1,H-2181,Inter-Riverine,Harappa,TAB:I,,Steatite,?,NR,]687+,687,687:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3691.2,M-1400,Lower Indus,Mohenjo-daro,TAB:B,Mult,Clay,N,R/L,+705-700-000+,700-705,700:SIGN | 705:SLOT_INITIAL_MODIFIER,SIGN SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3691.3,M-1400,Lower Indus,Mohenjo-daro,TAB:B,Mult,Clay,N,R/L,+000-382+,382,382:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3708.1,M-1421,Lower Indus,Mohenjo-daro,TAB:B,-,Faience,N,-,+000-000-002[,002,002:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3715.1,M-1431,Lower Indus,Mohenjo-daro,TAB:B,Mult,Clay,N,-,+000-000-382-000+,382,382:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3717.1,M-1436,Lower Indus,Mohenjo-daro,POT:T:g,,Steatite,?,-,]495+,495,495:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3736.2,M-1461,Lower Indus,Mohenjo-daro,TAB:C,-,Copper,N,R/L,+165-900-000+,900-165,900:SIGN | 165:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
376.1,H-1800,Inter-Riverine,Harappa,TAB:B,,Faience,?,R/L,+700-033[,033-700,033:SLOT_FINAL_MODIFIER | 700:SIGN,SLOT_FINAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3789.1,M-1549,Lower Indus,Mohenjo-daro,TAB:C,,Copper,?,R/L,]255-231[,231-255,231:SIGN | 255:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3789.2,M-1549,Lower Indus,Mohenjo-daro,TAB:C,,Copper,?,-,]749[,749,749:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3795.1,M-1561,Lower Indus,Mohenjo-daro,TAB:C,-,Copper,?,-,]231+,231,231:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
380.1,H-1848,Inter-Riverine,Harappa,TAB:B,,Faience,N,-,]000-034+,034,034:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3804.1,M-1580,Lower Indus,Mohenjo-daro,POT:T:g,,Clay,?,-,]035-033-005+,005-033-035,005:SIGN | 033:SLOT_FINAL_MODIFIER | 035:SIGN,SIGN SLOT_FINAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3806.1,M-1583,Lower Indus,Mohenjo-daro,POT:T:g,,Clay,N,-,]000-033+,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
381.2,H-1900,Inter-Riverine,Harappa,TAB:B,Maze,Faience,N,R/L,]000-060-692+,692-060,692:SIGN | 060:SLOT_INITIAL_MODIFIER,SIGN SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3818.1,M-1609,Lower Indus,Mohenjo-daro,POT:T:g,,Clay,?,R/L,+617-142[,142-617,142:SIGN | 617:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3821.1,M-1627,Lower Indus,Mohenjo-daro,POT:T:g,,Clay,?,-,]794[,794,794:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3828.1,M-1634,Lower Indus,Mohenjo-daro,BNGL,,Stoneware,N,-,]000-840-264+,264-840,264:SIGN | 840:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3849.1,Nwd-1,Lower Indus,Naru-Waro-dharo,POT:T:g,,-,N,-,+517-032-000[,032-517,032:SLOT_INITIAL_MODIFIER | 517:SIGN,SLOT_INITIAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3851.1,Nwd-3,Lower Indus,Naru-Waro-dharo,POT:T:g,,-,N,-,]000-741-000[,741,741:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
387.1,H-1847,Inter-Riverine,Harappa,TAB:B,,Faience,N,-,]000-700+,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3871.1,-,Eastern Headwaters,Rupar,POT:T:g,,Clay,N,R/L,+000-590-220-033+,033-220-590,033:SLOT_FINAL_MODIFIER | 220:SLOT_FINAL_MODIFIER | 590:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER SLOT_FINAL_MODIFIER SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3872.3,-,Eastern Headwaters,Rupar,TAG:L,Bull1:J,Clay,N,R/L,+302-460-000[,460-302,460:SIGN | 302:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3879.1,Sktd-5,Gujarat/Kutch,Surkotada,POT:T:p,,-,N,-,]000-741[,741,741:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
388.2,H-1874,Inter-Riverine,Harappa,TAB:B,,Faience,N,R/L,+002-220-455-000+,455-220-002,455:SIGN | 220:SLOT_FINAL_MODIFIER | 002:SLOT_FINAL_MODIFIER,SIGN SLOT_FINAL_MODIFIER SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3880.1,Sktd-6,Gujarat/Kutch,Surkotada,POT:T:p,,-,?,-,]741+,741,741:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3886.1,TY-106,Iranian Plateau,Tepe Yahya,POT:T:s,,Clay,N,-,+002-095-000[,095-002,095:SIGN | 002:SLOT_FINAL_MODIFIER,SIGN SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3902.2,-,Gujarat/Kutch,Kanmer,IMPL,Bull1,Terracotta,N,-,+931-000+,931,931:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3904.1,M-1998,Lower Indus,Mohenjo-daro,POT:T:s,,-,N,R/L,+146-000+,146,146:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
391.1,H-2041,Inter-Riverine,Harappa,TAB:I,Fish,Steatite,N,-,]100-000+,100,100:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3910.1,H-1733,Inter-Riverine,Harappa,POT:T:s,,Clay,N,R/L,+000-604[,604,604:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3914.1,H-1960,Inter-Riverine,Harappa,TAB:B,-,-,N,R/L,+712-000[,712,712:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
393.2,H-1981,Inter-Riverine,Harappa,TAB:B,Tri4,Clay,N,R/L,+000-004-745-590+,590-745-004,590:SLOT_FINAL_MODIFIER | 745:SIGN | 004:SIGN,SLOT_FINAL_MODIFIER SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3933.1,H-2242,Inter-Riverine,Harappa,TAB:I,Bult,-,?,-,]856[,856,856:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3940.1,H-2274,Inter-Riverine,Harappa,POT:T:g,-,Clay,N,R/L,+700-999-000[,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3941.1,H-2342,Inter-Riverine,Harappa,POT:T:g,,Clay,N,R/L,]000-832-832+,832-832,832:SIGN | 832:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3942.1,H-2363,Inter-Riverine,Harappa,POT:T:g,-,Clay,N,R/L,]000-353+,353,353:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3944.1,H-2375,Inter-Riverine,Harappa,POT:T:g,-,Clay,N,R/L,+825-000[,825,825:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3946.1,H-2557,Inter-Riverine,Harappa,MISC,-,Clay,N,R/L,]000-298+,298,298:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3948.1,H-2571,Inter-Riverine,Harappa,MISC,-,Stone,N,R/L,+002-000+,002,002:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3961.1,H-1115,Inter-Riverine,Harappa,TAB:B,,-,?,R/L,]500-541+,541-500,541:SIGN | 500:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3962.2,H-1116,Inter-Riverine,Harappa,TAB:B,-,-,?,-,]033+,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3974.1,H-1135,Inter-Riverine,Harappa,TAB:B,-,-,?,-,]176-519+,519-176,519:SIGN | 176:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3974.2,H-1135,Inter-Riverine,Harappa,TAB:B,-,-,?,-,]032+,032,032:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
3977.1,H-1144,Inter-Riverine,Harappa,TAB:B,Scene,-,N,R/L,+000-000-590-000-000+,590,590:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
399.1,H-1901,Inter-Riverine,Harappa,TAB:B,,Faience,?,-,]032[,032,032:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
399.2,H-1901,Inter-Riverine,Harappa,TAB:B,,Faience,?,R/L,]060-692+,692-060,692:SIGN | 060:SLOT_INITIAL_MODIFIER,SIGN SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4.1,-,Lower Indus,Allahdino,POT:T:g,,Clay,N,-,+220-000+,220,220:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4021.1,M-2032,Lower Indus,Mohenjo-daro,TAB:B,,-,N,R/L,+000-060-692+,692-060,692:SIGN | 060:SLOT_INITIAL_MODIFIER,SIGN SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4026.1,M-2047,Lower Indus,Mohenjo-daro,TAB:C,Tigr,Copper,N,R/L,+420-000+,420,420:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4027.1,M-2048,Lower Indus,Mohenjo-daro,TAB:C,Gaur,Copper,N,R/L,+407-061-845-000-000+,845-061-407,845:SIGN | 061:SIGN | 407:SIGN,SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4028.1,M-2049,Lower Indus,Mohenjo-daro,TAB:C,Comp,Copper,N,R/L,+000-142-597-032-905+,905-032-597-142,905:SIGN | 032:SLOT_INITIAL_MODIFIER | 597:SIGN | 142:SIGN,SIGN SLOT_INITIAL_MODIFIER SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4035.1,M-2096,Lower Indus,Mohenjo-daro,ROD,,Ivory,N,R/L,+000-035-032+,032-035,032:SLOT_INITIAL_MODIFIER | 035:SIGN,SLOT_INITIAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4038.1,M-2100,Lower Indus,Mohenjo-daro,ROD,,Ivory,N,R/L,+018-000+,018,018:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
404.1,H-2164,Inter-Riverine,Harappa,TAB:I,,Steatite,?,-,]700+,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4043.1,M-2110,Lower Indus,Mohenjo-daro,ROD,,Ivory,?,R/L,]226-415-798[,798-415-226,798:SLOT_INITIAL_MODIFIER | 415:SIGN | 226:SIGN,SLOT_INITIAL_MODIFIER SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4053.1,H-1180,Inter-Riverine,Harappa,TAB:I,,-,N,R/L,]000-255[,255,255:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4055.2,H-1185,Inter-Riverine,Harappa,TAB:I,-,-,N,R/L,]171-000[,171,171:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4057.1,H-1194,Inter-Riverine,Harappa,TAB:I,,-,N,-,]617-000[,617,617:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4057.2,H-1194,Inter-Riverine,Harappa,TAB:I,,-,N,-,]000-033[,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4058.1,H-1197,Inter-Riverine,Harappa,TAB:I,-,-,?,-,+033[,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4062.2,H-1275,Inter-Riverine,Harappa,TAB:I,,-,?,R/L,]700-032[,032-700,032:SLOT_INITIAL_MODIFIER | 700:SIGN,SLOT_INITIAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4063.1,H-1261,Inter-Riverine,Harappa,TAB:I,,-,N,R/L,]000-840-000+,840,840:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4063.2,H-1261,Inter-Riverine,Harappa,TAB:I,,-,N,R/L,+700-000[,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4065.2,H-1269,Inter-Riverine,Harappa,TAB:I,,-,?,R/L,]700-032[,032-700,032:SLOT_INITIAL_MODIFIER | 700:SIGN,SLOT_INITIAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4066.1,H-1270,Inter-Riverine,Harappa,TAB:I,,Steatite,N,R/L,+368-000+,368,368:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4071.2,H-1291,Inter-Riverine,Harappa,TAB:I,,-,N,R/L,]000-033+,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4075.1,H-1296,Inter-Riverine,Harappa,TAB:I,,-,?,-,]034[,034,034:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4079.2,H-1306,Inter-Riverine,Harappa,TAB:I,,-,?,-,]033[,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
408.1,H-2574,Inter-Riverine,Harappa,BNGL,,Clay,N,-,+540-000[,540,540:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4092.1,H-1363,Inter-Riverine,Harappa,POT:T:g,,Clay,?,-,]036+,036,036:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4095.1,H-1365,Inter-Riverine,Harappa,POT:T:g,,Clay,N,R/L,+000-999-000-367-000[,367,367:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4098.1,H-1371,Inter-Riverine,Harappa,POT:T:g,,Clay,?,-,+035[,035,035:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4099.1,H-1372,Inter-Riverine,Harappa,POT:T:g,,Clay,?,-,+035[,035,035:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4100.1,H-1373,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,-,]035+,035,035:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4103.1,H-1378,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,-,+033[,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4109.1,H-1398,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,R/L,]036-029[,029-036,029:SIGN | 036:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4113.1,H-1413,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,R/L,]408-070-032+,032-070-408,032:SLOT_INITIAL_MODIFIER | 070:SIGN | 408:SIGN,SLOT_INITIAL_MODIFIER SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4114.1,H-1414,Inter-Riverine,Harappa,POT:T:g,-,Clay,N,R/L,+405-070-000[,070-405,070:SIGN | 405:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4115.1,H-1415,Inter-Riverine,Harappa,POT:T:g,-,Clay,N,R/L,+032-000+,032,032:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4116.1,H-1416,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,-,]818[,818,818:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4118.1,H-1432,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,R/L,+700-900-004[,004-900-700,004:SIGN | 900:SIGN | 700:SIGN,SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4121.1,H-1444,Inter-Riverine,Harappa,POT:T:g,-,Clay,N,R/L,]000-407[,407,407:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4123.1,H-1455,Inter-Riverine,Harappa,POT:T:g,,Clay,N,R/L,+480-000[,480,480:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4127.1,H-1469,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,-,]435+,435,435:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4129.1,H-1471,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,-,+530[,530,530:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
413.1,-,Inter-Riverine,Harappa,POT:T:g,,Clay,?,NR,]556+,556,556:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4132.1,H-1486,Inter-Riverine,Harappa,POT:T:g,,Clay,?,-,]220+,220,220:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4133.1,H-1493,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,-,]034+,034,034:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4136.1,H-1504,Inter-Riverine,Harappa,MISC,-,Stone,?,-,]037[,037,037:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4142.1,H-1518,Inter-Riverine,Harappa,IMPL,-,Copper,?,R/L,+930-632[,632-930,632:SIGN | 930:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4145.1,H-1503,Inter-Riverine,Harappa,MISC,-,Stone,N,R/L,+645-000[,645,645:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4146.1,H-2397,Inter-Riverine,Harappa,POT:T:g,-,Clay,?,-,+717[,717,717:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4152.1,H-2589,Inter-Riverine,Harappa,MISC,,-,N,R/L,+000-165-832-000+,832-165,832:SIGN | 165:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4157.1,-,Gujarat/Kutch,Dholavira,TAG,Bull1,Clay,N,R/L,+326-000[,326,326:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4174.1,-,Persian Gulf,Salut,TAG,Elep,-,N,R/L,+921-000[,921,921:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
42.1,B-24,Eastern Headwaters,Banawali,TAB:B,Scene,-,N,-,]906-090-000-158-900-380-484-900+,900-484-380-900-158-090-906,900:SIGN | 484:SIGN | 380:SIGN | 900:SIGN | 158:SIGN | 090:SLOT_FINAL_MODIFIER | 906:SIGN,SIGN SIGN SIGN SIGN SIGN SLOT_FINAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
