TextId,CISI,Region,Site,Type,Complete,Direction,RawText,ReadingTokens,Length,RoleTemplate,AnchorTemplate,TitleMarkers,NameBlocks,SlotFillers,HasAnchor
4058.1,H-1197,Inter-Riverine,Harappa,TAB:I,?,-,+033[,033,1,SIGN,SIGN,,,,N
4059.1,H-1198,Inter-Riverine,Harappa,TAB:I,Y,R/L,+740-061-001-031-820+,820-031-001-061-740,5,INITIAL_TITLE_OR_CLASSIFIER LEADING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER LEADING_FORMULA_MARKER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,820:INITIAL_TITLE_OR_CLASSIFIER@1-1; 031:LEADING_FORMULA_MARKER@2-2; 740:TERMINAL_TITLE_OR_SUFFIX@5-5,,,Y
4059.2,H-1198,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4060.1,H-1203,Inter-Riverine,Harappa,TAB:I,?,-,]740[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4061.1,H-1204,Inter-Riverine,Harappa,TAB:I,?,-,+740[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4062.1,H-1275,Inter-Riverine,Harappa,TAB:I,?,R/L,]740-176[,176-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4062.2,H-1275,Inter-Riverine,Harappa,TAB:I,?,R/L,]700-032[,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
4063.1,H-1261,Inter-Riverine,Harappa,TAB:I,N,R/L,]000-840-000+,840,1,SIGN,SIGN,,,,N
4063.2,H-1261,Inter-Riverine,Harappa,TAB:I,N,R/L,+700-000[,700,1,SIGN,SIGN,,,,N
4064.1,H-1262,Inter-Riverine,Harappa,TAB:I,N,R/L,+740-000[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4065.2,H-1269,Inter-Riverine,Harappa,TAB:I,?,R/L,]700-032[,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
4066.1,H-1270,Inter-Riverine,Harappa,TAB:I,N,R/L,+368-000+,368,1,SIGN,SIGN,,,,N
4066.2,H-1270,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4067.1,H-1279,Inter-Riverine,Harappa,TAB:I,?,R/L,+400-740[,740-400,2,TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1; 400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4068.1,H-1281,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-032+,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
4069.1,H-1284,Inter-Riverine,Harappa,TAB:I,Y,L/R,+520-220-415+,415-220-520,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,520:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
4069.2,H-1284,Inter-Riverine,Harappa,TAB:I,Y,L/R,+700-034+,034-700,2,SIGN SIGN,SIGN SIGN,,,,N
4070.1,H-1286,Inter-Riverine,Harappa,TAB:I,N,R/L,+400-000[,400,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4071.1,H-1291,Inter-Riverine,Harappa,TAB:I,N,R/L,]000-390-590[,590-390,2,SLOT_FILLER CLOSING_FORMULA_MARKER,SIGN CLOSING_FORMULA_MARKER,390:CLOSING_FORMULA_MARKER@2-2,,<START>|390:590@1,Y
4071.2,H-1291,Inter-Riverine,Harappa,TAB:I,N,R/L,]000-033+,033,1,SIGN,SIGN,,,,N
4072.1,H-1320,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-678+,678-400,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4072.2,H-1320,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-032+,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
4073.1,H-1302,Inter-Riverine,Harappa,TAB:I,Y,L/R,+400-740-176+,176-740-400,3,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
4073.2,H-1302,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4074.2,H-1295,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4075.1,H-1296,Inter-Riverine,Harappa,TAB:I,?,-,]034[,034,1,SIGN,SIGN,,,,N
4076.1,H-1299,Inter-Riverine,Harappa,TAB:I,?,-,+740[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4077.1,H-1303,Inter-Riverine,Harappa,TAB:I,Y,L/R,+400-740-176+,176-740-400,3,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
4077.2,H-1303,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4078.1,H-1305,Inter-Riverine,Harappa,TAB:I,N,R/L,+400-000-705+,705-400,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4079.1,H-1306,Inter-Riverine,Harappa,TAB:I,?,R/L,+400-740[,740-400,2,TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1; 400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4079.2,H-1306,Inter-Riverine,Harappa,TAB:I,?,-,]033[,033,1,SIGN,SIGN,,,,N
4080.1,-,Eastern Headwaters,Bhirrana,SEAL:S,Y,NR,+740+,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4081.1,H-1313,Inter-Riverine,Harappa,TAB:I,N,R/L,+740-840-000+,840-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4081.2,H-1313,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-032+,032-700,2,SIGN SIGN,SIGN SIGN,,,,N
4082.1,H-1332,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-098+,098-400,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4083.1,H-1334,Inter-Riverine,Harappa,TAB:I,N,R/L,+740-000+,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4084.1,H-1342,Inter-Riverine,Harappa,TAB:I,Y,R/L,+090-740-220+,220-740-090,3,SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4085.1,H-1344,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-740-176+,176-740-400,3,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
4085.2,H-1344,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4086.1,H-1345,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-740-176+,176-740-400,3,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
4086.2,H-1345,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4087.1,H-1346,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-740-176+,176-740-400,3,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
4087.2,H-1346,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4088.1,H-1347,Inter-Riverine,Harappa,TAB:I,Y,R/L,+400-740-176+,176-740-400,3,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2; 400:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
4088.2,H-1347,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4089.1,H-1348,Inter-Riverine,Harappa,TAB:I,?,R/L,]740-176+,176-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4089.2,H-1348,Inter-Riverine,Harappa,TAB:I,Y,R/L,+700-033+,033-700,2,SIGN SIGN,SIGN SIGN,,,,N
4090.1,H-1350,Inter-Riverine,Harappa,TAB:I,Y,R/L,+226-032+,032-226,2,SIGN SIGN,SIGN SIGN,,,,N
4091.1,H-1356,Inter-Riverine,Harappa,TAB:I,N,R/L,+740-690-000-000+,690-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4092.1,H-1363,Inter-Riverine,Harappa,POT:T:g,?,-,]036+,036,1,SIGN,SIGN,,,,N
4094.1,H-1388,Inter-Riverine,Harappa,POT:M,Y,NR,+540+,540,1,SIGN,SIGN,,,,N
4095.1,H-1365,Inter-Riverine,Harappa,POT:T:g,N,R/L,+000-999-000-367-000[,367,1,SIGN,SIGN,,,,N
4096.1,H-1366,Inter-Riverine,Harappa,POT:T:g,N,R/L,]140-000-999-405-090[,090-405-140,3,SIGN SIGN LEADING_FORMULA_MARKER,SIGN SIGN LEADING_FORMULA_MARKER,140:LEADING_FORMULA_MARKER@3-3,,,Y
4097.1,H-1367,Inter-Riverine,Harappa,POT:T:g,Y,R/L,+480-003-031+,031-003-480,3,LEADING_FORMULA_MARKER LEADING_FORMULA_MARKER SIGN,LEADING_FORMULA_MARKER LEADING_FORMULA_MARKER SIGN,031:LEADING_FORMULA_MARKER@1-1; 003:LEADING_FORMULA_MARKER@2-2,,,Y
4098.1,H-1371,Inter-Riverine,Harappa,POT:T:g,?,-,+035[,035,1,SIGN,SIGN,,,,N
4099.1,H-1372,Inter-Riverine,Harappa,POT:T:g,?,-,+035[,035,1,SIGN,SIGN,,,,N
4100.1,H-1373,Inter-Riverine,Harappa,POT:T:g,?,-,]035+,035,1,SIGN,SIGN,,,,N
4101.1,H-1375,Inter-Riverine,Harappa,POT:T:g,Y,NR,+032+,032,1,SIGN,SIGN,,,,N
4102.1,H-1376,Inter-Riverine,Harappa,POT:T:g,Y,NR,+033+,033,1,SIGN,SIGN,,,,N
4103.1,H-1378,Inter-Riverine,Harappa,POT:T:g,?,-,+033[,033,1,SIGN,SIGN,,,,N
4104.1,H-1380,Inter-Riverine,Harappa,POT:T:g,Y,NR,+033+,033,1,SIGN,SIGN,,,,N
4105.1,H-1381,Inter-Riverine,Harappa,POT:T:g,Y,NR,+033+,033,1,SIGN,SIGN,,,,N
4106.1,H-1383,Inter-Riverine,Harappa,POT:T:g,Y,NR,+032+,032,1,SIGN,SIGN,,,,N
4107.1,H-1384,Inter-Riverine,Harappa,POT:T:g,Y,NR,+031+,031,1,LEADING_FORMULA_MARKER,LEADING_FORMULA_MARKER,031:LEADING_FORMULA_MARKER@1-1,,,Y
4108.1,H-1387,Inter-Riverine,Harappa,POT:M,Y,NR,+220+,220,1,SIGN,SIGN,,,,N
4109.1,H-1398,Inter-Riverine,Harappa,POT:T:g,?,R/L,]036-029[,029-036,2,SIGN SIGN,SIGN SIGN,,,,N
4110.1,H-1405,Inter-Riverine,Harappa,POT:T:g,N,R/L,]000-291-740[,740-291,2,TERMINAL_TITLE_OR_SUFFIX SIGN,TERMINAL_TITLE_OR_SUFFIX SIGN,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4111.1,H-1406,Inter-Riverine,Harappa,POT:T:g,N,R/L,]000-740-000[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4112.1,H-1409,Inter-Riverine,Harappa,POT:T:g,N,R/L,+740-406-000[,406-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4113.1,H-1413,Inter-Riverine,Harappa,POT:T:g,?,R/L,]408-070-032+,032-070-408,3,SIGN SIGN SIGN,SIGN SIGN SIGN,,,,N
4114.1,H-1414,Inter-Riverine,Harappa,POT:T:g,N,R/L,+405-070-000[,070-405,2,SIGN SIGN,SIGN SIGN,,,,N
4115.1,H-1415,Inter-Riverine,Harappa,POT:T:g,N,R/L,+032-000+,032,1,SIGN,SIGN,,,,N
4116.1,H-1416,Inter-Riverine,Harappa,POT:T:g,?,-,]818[,818,1,SIGN,SIGN,,,,N
4117.1,H-1420,Inter-Riverine,Harappa,POT:T:g,?,R/L,]425-820[,820-425,2,INITIAL_TITLE_OR_CLASSIFIER SLOT_FILLER,INITIAL_TITLE_OR_CLASSIFIER SIGN,820:INITIAL_TITLE_OR_CLASSIFIER@1-1,,820|<END>:425@2,Y
4118.1,H-1432,Inter-Riverine,Harappa,POT:T:g,?,R/L,+700-900-004[,004-900-700,3,SIGN SIGN SIGN,SIGN SIGN SIGN,,,,N
4119.1,H-1433,Inter-Riverine,Harappa,POT:T:g,?,R/L,+400-527[,527-400,2,TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX TERMINAL_TITLE_OR_SUFFIX,527:TERMINAL_TITLE_OR_SUFFIX@1-1; 400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4120.1,H-1442,Inter-Riverine,Harappa,POT:T:g,?,R/L,+740-335[,335-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4121.1,H-1444,Inter-Riverine,Harappa,POT:T:g,N,R/L,]000-407[,407,1,SIGN,SIGN,,,,N
4122.1,H-1449,Inter-Riverine,Harappa,POT:T:g,?,R/L,]002-861+,861-002,2,INITIAL_TITLE_OR_CLASSIFIER SLOT_FILLER,INITIAL_TITLE_OR_CLASSIFIER SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@1-1,,861|<END>:002@2,Y
4123.1,H-1455,Inter-Riverine,Harappa,POT:T:g,N,R/L,+480-000[,480,1,SIGN,SIGN,,,,N
4124.1,H-1459,Inter-Riverine,Harappa,POT:T:g,Y,R/L,+482-033+,033-482,2,SIGN SIGN,SIGN SIGN,,,,N
4125.1,H-1463,Inter-Riverine,Harappa,POT:T:g,Y,NR,+090+,090,1,SIGN,SIGN,,,,N
4126.1,H-1467,Inter-Riverine,Harappa,POT:T:g,Y,NR,+892+,892,1,SIGN,SIGN,,,,N
4127.1,H-1469,Inter-Riverine,Harappa,POT:T:g,?,-,]435+,435,1,SIGN,SIGN,,,,N
4128.1,H-1470,Inter-Riverine,Harappa,POT:T:g,?,R/L,]520+,520,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,520:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4129.1,H-1471,Inter-Riverine,Harappa,POT:T:g,?,-,+530[,530,1,SIGN,SIGN,,,,N
4130.1,H-1477,Inter-Riverine,Harappa,POT:T:g,?,-,+740[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4131.1,H-1481,Inter-Riverine,Harappa,POT:T:g,Y,NR,+740+,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4132.1,H-1486,Inter-Riverine,Harappa,POT:T:g,?,-,]220+,220,1,SIGN,SIGN,,,,N
4133.1,H-1493,Inter-Riverine,Harappa,POT:T:g,?,-,]034+,034,1,SIGN,SIGN,,,,N
4134.1,H-1496,Inter-Riverine,Harappa,POT:T:g,Y,NR,+034+,034,1,SIGN,SIGN,,,,N
4135.1,H-1497,Inter-Riverine,Harappa,POT:T:g,Y,NR,+033+,033,1,SIGN,SIGN,,,,N
4136.1,H-1504,Inter-Riverine,Harappa,MISC,?,-,]037[,037,1,SIGN,SIGN,,,,N
4137.1,H-1505,Inter-Riverine,Harappa,MISC,Y,NR,+033+,033,1,SIGN,SIGN,,,,N
4138.1,H-1511,Inter-Riverine,Harappa,TAB:I,Y,R/L,+413-530+,530-413,2,SIGN SIGN,SIGN SIGN,,,,N
4139.1,H-1512,Inter-Riverine,Harappa,TAB:I,Y,R/L,+740-554+,554-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4140.1,H-1514,Inter-Riverine,Harappa,MISC,Y,NR,+892+,892,1,SIGN,SIGN,,,,N
4141.1,H-1515,Inter-Riverine,Harappa,MISC,Y,NR,+390+,390,1,CLOSING_FORMULA_MARKER,CLOSING_FORMULA_MARKER,390:CLOSING_FORMULA_MARKER@1-1,,,Y
4142.1,H-1518,Inter-Riverine,Harappa,IMPL,?,R/L,+930-632[,632-930,2,SIGN SIGN,SIGN SIGN,,,,N
4143.1,H-1520,Inter-Riverine,Harappa,IMPL,N,R/L,+000-000-368-999-645-003-900+,900-003-645-368,4,SIGN LEADING_FORMULA_MARKER SIGN SIGN,SIGN LEADING_FORMULA_MARKER SIGN SIGN,003:LEADING_FORMULA_MARKER@2-2,,,Y
4144.1,H-1501,Inter-Riverine,Harappa,MISC,Y,T/B,+003-904+,904-003,2,SIGN LEADING_FORMULA_MARKER,SIGN LEADING_FORMULA_MARKER,003:LEADING_FORMULA_MARKER@2-2,,,Y
4145.1,H-1503,Inter-Riverine,Harappa,MISC,N,R/L,+645-000[,645,1,SIGN,SIGN,,,,N
4146.1,H-2397,Inter-Riverine,Harappa,POT:T:g,?,-,+717[,717,1,SIGN,SIGN,,,,N
4147.1,H-2403,Inter-Riverine,Harappa,POT:T:g,?,-,]740[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4148.1,-,Eastern Headwaters,Rakhigarhi,SEAL:S,N,R/L,+740-690-435-255-002-267-000-033+,033-267-002-255-435-690-740,7,SIGN SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@7-7,,,Y
4149.1,-,Gujarat/Kutch,Dholavira,SEAL:S,Y,R/L,+520-033-033+,033-033-520,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,520:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
4150.1,-,Gujarat/Kutch,Dholavira,SEAL,N,R/L,+740-760-000-000[,760-740,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4151.1,-,Gujarat/Kutch,Dholavira,SEAL:S,N,R/L,+455-861-000-000-033+,033-861-455,3,SIGN INITIAL_TITLE_OR_CLASSIFIER SLOT_FILLER,SIGN INITIAL_TITLE_OR_CLASSIFIER SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@2-2,,861|<END>:455@3,Y
4152.1,H-2589,Inter-Riverine,Harappa,MISC,N,R/L,+000-165-832-000+,832-165,2,SIGN SIGN,SIGN SIGN,,,,N
4153.1,-,Eastern Headwaters,Rakhigarhi,SEAL:S,Y,R/L,+520-073+,073-520,2,SLOT_FILLER TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,520:TERMINAL_TITLE_OR_SUFFIX@2-2,,<START>|520:073@1,Y
4154.1,-,Eastern Headwaters,Rakhigarhi,SEAL:S,?,R/L,]240-803-002-861+,861-002-803-240,4,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN,INITIAL_TITLE_OR_CLASSIFIER SIGN SIGN SIGN,861:INITIAL_TITLE_OR_CLASSIFIER@1-1,,,Y
4155.1,-,Central Asia,Gonur Depe,SEAL:S,Y,R/L,+740-390-590-125-220-235-002-285+,285-002-235-220-125-590-390-740,8,SIGN SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN CLOSING_FORMULA_MARKER TERMINAL_TITLE_OR_SUFFIX,235:LEADING_FORMULA_MARKER@3-3; 390:CLOSING_FORMULA_MARKER@7-7; 740:TERMINAL_TITLE_OR_SUFFIX@8-8,,,Y
4156.1,-,Gujarat/Kutch,Dholavira,TAG,N,R/L,+520-000-002-820+,820-002-520,3,INITIAL_TITLE_OR_CLASSIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,INITIAL_TITLE_OR_CLASSIFIER SIGN TERMINAL_TITLE_OR_SUFFIX,820:INITIAL_TITLE_OR_CLASSIFIER@1-1; 520:TERMINAL_TITLE_OR_SUFFIX@3-3,,002|<END>:520@3,Y
4156.2,-,Gujarat/Kutch,Dholavira,TAG,N,R/L,+000-000-002-820+,820-002,2,INITIAL_TITLE_OR_CLASSIFIER SLOT_FILLER,INITIAL_TITLE_OR_CLASSIFIER SIGN,820:INITIAL_TITLE_OR_CLASSIFIER@1-1,,820|<END>:002@2,Y
4157.1,-,Gujarat/Kutch,Dholavira,TAG,N,R/L,+326-000[,326,1,SIGN,SIGN,,,,N
4159.1,-,Gujarat/Kutch,Dholavira,SEAL:S,Y,R/L,+368-005-741-060-920+,920-060-741-005-368,5,LEADING_FORMULA_MARKER SIGN SIGN SIGN SIGN,CROSS_SITE_NAME_ANCHOR[3] SIGN SIGN,920:LEADING_FORMULA_MARKER@1-1,920-060-741:CROSS_SITE_NAME_ANCHOR@1-3,,Y
4160.1,-,Gujarat/Kutch,Dholavira,SEAL:S,N,R/L,+740-000[,740,1,TERMINAL_TITLE_OR_SUFFIX,TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@1-1,,,Y
4161.1,-,Gujarat/Kutch,Dholavira,SEAL:R,Y,R/L,+064-004-013-740-176+,176-740-013-004-064,5,SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN SIGN,SIGN TERMINAL_TITLE_OR_SUFFIX SIGN SIGN SIGN,740:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4162.1,-,Gujarat/Kutch,Dholavira,SEAL:S,Y,R/L,+740-760-001-233+,233-001-760-740,4,SLOT_FILLER SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@4-4,,<START>|001:233@1,Y
4163.1,-,Gujarat/Kutch,Dholavira,SEAL:S,N,R/L,+400-125-000+,125-400,2,SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN TERMINAL_TITLE_OR_SUFFIX,400:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
4164.1,-,Gujarat/Kutch,Dholavira,SEAL:R,Y,L/R,+423-003-001-423-002-031-104+,104-031-002-423-001-003-423,7,SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN LEADING_FORMULA_MARKER SIGN,SIGN LEADING_FORMULA_MARKER SIGN SIGN SIGN LEADING_FORMULA_MARKER SIGN,031:LEADING_FORMULA_MARKER@2-2; 003:LEADING_FORMULA_MARKER@6-6,,,Y
4165.1,-,Gujarat/Kutch,Dholavira,SEAL:S,Y,R/L,+740-840-416+,416-840-740,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,740:TERMINAL_TITLE_OR_SUFFIX@3-3,,,Y
4166.1,-,Gujarat/Kutch,Dholavira,TAB:I,Y,R/L,+776-440-003-421+,421-003-440-776,4,SIGN LEADING_FORMULA_MARKER SIGN SIGN,SIGN LEADING_FORMULA_MARKER SIGN SIGN,003:LEADING_FORMULA_MARKER@2-2,,,Y
4167.1,-,Gujarat/Kutch,Dholavira,SEAL:R,Y,R/L,+520-033-706+,706-033-520,3,SIGN SIGN TERMINAL_TITLE_OR_SUFFIX,CROSS_SITE_NAME_ANCHOR[3],520:TERMINAL_TITLE_OR_SUFFIX@3-3,706-033-520:CROSS_SITE_NAME_ANCHOR@1-3,,Y
4168.1,-,Gujarat/Kutch,Dholavira,SEAL:R,N,R/L,+840-527-002-000+,002-527-840,3,SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,SIGN TERMINAL_TITLE_OR_SUFFIX SIGN,527:TERMINAL_TITLE_OR_SUFFIX@2-2,,,Y
