"SignA","SignB","TotalA","TotalB","SharedFeatures","Cosine","ReviewPriority"
"072","773","15","9","3","0.191366","Low"
"617","703","77","12","3","0.191366","Low"
"232","525","10","11","2","0.191273","Low"
"255","871","136","5","2","0.191215","Low"
"365","518","18","7","2","0.19118","Low"
"013","904","50","64","8","0.191131","Low"
"244","877","5","22","2","0.191127","Low"
"232","803","10","134","7","0.191101","Low"
"219","390","7","290","4","0.191057","Low"
"416","752","57","53","4","0.191042","Low"
"034","320","184","20","3","0.191035","Low"
"545","776","10","11","2","0.191014","Low"
"142","158","81","39","5","0.191006","Low"
"472","798","6","151","3","0.190994","Low"
"236","904","26","64","9","0.190975","Low"
"243","472","12","6","2","0.190941","Low"
"243","924","12","10","2","0.190941","Low"
"269","298","11","9","2","0.190941","Low"
"320","705","20","219","6","0.190918","Low"
"015","241","8","12","2","0.190901","Low"
"241","360","12","12","2","0.190901","Low"
"063","700","13","578","4","0.190891","Low"
"518","904","7","64","3","0.190866","Low"
"421","440","5","58","2","0.190845","Low"
"013","130","50","16","3","0.190843","Low"
"095","592","30","11","4","0.190823","Low"
"679","900","19","112","5","0.190821","Low"
"360","740","12","1928","4","0.190816","Low"
"005","776","49","11","3","0.190792","Low"
"255","752","136","53","6","0.190746","Low"
"255","463","136","28","7","0.190742","Low"
"007","066","6","18","2","0.190693","Low"
"027","595","6","49","2","0.190693","Low"
"028","595","5","49","2","0.190693","Low"
"423","821","7","14","2","0.190678","Low"
"374","892","16","90","2","0.190663","Low"
"233","776","192","11","5","0.190629","Low"
"220","527","477","63","4","0.190623","Low"
"156","530","107","19","2","0.19062","Low"
"240","621","354","22","9","0.190521","Low"
"232","384","10","33","3","0.1905","Low"
"055","335","62","43","7","0.190482","Low"
"034","156","184","107","3","0.190466","Low"
"017","924","82","10","3","0.190438","Low"
"064","920","14","153","5","0.190401","Low"
"165","269","31","11","2","0.190377","Low"
"370","740","10","1928","5","0.190337","Low"
"070","634","38","5","2","0.190308","Low"
"741","921","225","16","6","0.190267","Low"
"063","226","13","41","3","0.190225","Low"
"001","510","213","13","4","0.190206","Low"
"752","892","53","90","5","0.190198","Low"
"063","407","13","143","3","0.190039","Low"
"095","692","30","77","4","0.190034","Low"
"390","831","290","18","6","0.190031","Low"
"095","360","30","12","2","0.189971","Low"
"240","679","354","19","4","0.189963","Low"
"808","904","8","64","2","0.189909","Low"
"091","406","28","13","2","0.189814","Low"
"575","617","81","77","6","0.189767","Low"
"515","812","18","9","2","0.189737","Low"
"400","906","502","16","5","0.189722","Low"
"415","472","176","6","3","0.189683","Low"
"137","297","16","15","2","0.189646","Low"
"350","906","48","16","3","0.189642","Low"
"749","900","6","112","2","0.189588","Low"
"001","501","213","31","4","0.189583","Low"
"592","900","11","112","3","0.189574","Low"
"100","240","134","354","14","0.189546","Low"
"362","621","5","22","3","0.189525","Low"
"920","930","153","8","2","0.189509","Low"
"368","692","120","77","7","0.189425","Low"
"374","384","16","33","3","0.189321","Low"
"158","391","39","10","2","0.189298","Low"
"015","520","8","321","6","0.189291","Low"
"167","840","19","132","2","0.189262","Low"
"706","904","102","64","11","0.189208","Low"
"590","776","228","11","5","0.189178","Low"
"100","407","134","143","4","0.189167","Low"
"400","808","502","8","3","0.189149","Low"
"760","924","134","10","4","0.189137","Low"
"692","700","77","578","6","0.189134","Low"
"016","595","49","49","2","0.1891","Low"
"136","233","13","192","4","0.189042","Low"
"336","416","11","57","3","0.189013","Low"
"015","093","8","7","3","0.188982","Low"
"353","565","10","15","3","0.188982","Low"
"388","710","59","5","3","0.188982","Low"
"015","600","8","5","2","0.188982","Low"
"019","111","6","15","2","0.188982","Low"
"049","136","6","13","2","0.188982","Low"
"111","257","15","10","2","0.188982","Low"
"111","456","15","6","2","0.188982","Low"
"136","175","13","27","2","0.188982","Low"
"153","924","5","10","2","0.188982","Low"
"175","552","27","10","2","0.188982","Low"
"232","243","10","12","2","0.188982","Low"
"232","260","10","8","2","0.188982","Low"
"250","257","9","10","2","0.188982","Low"
"142","392","81","6","3","0.188926","Low"
"413","904","57","64","4","0.188901","Low"
"158","791","39","6","3","0.188877","Low"
"370","690","10","119","3","0.188855","Low"
"070","790","38","55","8","0.188816","Low"
"704","892","5","90","2","0.188804","Low"
"772","892","10","90","2","0.188787","Low"
"056","824","10","32","2","0.188696","Low"
"232","806","10","135","6","0.188617","Low"
"190","401","11","7","3","0.188608","Low"
"066","130","18","16","2","0.188608","Low"
"463","804","28","8","2","0.188484","Low"
"269","906","11","16","3","0.188445","Low"
"906","924","16","10","2","0.188445","Low"
"792","844","13","14","3","0.188434","Low"
"130","776","16","11","2","0.188434","Low"
"267","832","7","45","2","0.188434","Low"
"215","615","11","73","3","0.188406","Low"
"142","460","81","39","4","0.188397","Low"
"413","690","57","119","5","0.188334","Low"
"007","233","6","192","3","0.188284","Low"
"415","900","176","112","12","0.188237","Low"
"095","790","30","55","4","0.188154","Low"
"095","710","30","5","3","0.188154","Low"
"175","615","27","73","6","0.188089","Low"
"090","906","195","16","4","0.188069","Low"
"001","067","213","8","4","0.188066","Low"
"031","460","258","39","8","0.188058","Low"
"066","400","18","502","2","0.188002","Low"
"220","869","477","6","3","0.187996","Low"
"140","222","110","17","5","0.187954","Low"
"645","741","28","225","9","0.187912","Low"
"063","406","13","13","3","0.187867","Low"
"690","820","119","244","8","0.187785","Low"
"056","315","10","11","2","0.187767","Low"
"790","812","55","9","3","0.18776","Low"
"001","285","213","5","3","0.187754","Low"
"236","632","26","32","3","0.187687","Low"
"236","531","26","5","2","0.187687","Low"
"048","702","18","10","2","0.187663","Low"
"048","812","18","9","2","0.187663","Low"
"255","521","136","6","4","0.187646","Low"
"510","927","13","11","2","0.187639","Low"
"515","773","18","9","2","0.187639","Low"
"232","519","10","17","2","0.18762","Low"
"257","630","10","40","2","0.18762","Low"
"156","190","107","11","5","0.18756","Low"
"315","679","11","19","2","0.187523","Low"
"097","384","20","33","4","0.187521","Low"
"153","840","5","132","3","0.187509","Low"
"335","794","43","13","2","0.187502","Low"
"232","773","10","9","4","0.1875","Low"
"072","869","15","6","3","0.1875","Low"
"093","456","7","6","3","0.1875","Low"
"257","821","10","14","3","0.1875","Low"
"027","645","6","28","2","0.1875","Low"
"028","645","5","28","2","0.1875","Low"
"093","202","7","5","2","0.1875","Low"
"093","257","7","10","2","0.1875","Low"
"136","371","13","11","2","0.1875","Low"
"202","456","5","6","2","0.1875","Low"
"456","460","6","39","2","0.1875","Low"
"710","924","5","10","2","0.1875","Low"
"798","804","151","8","7","0.187395","Low"
"156","323","107","7","2","0.187284","Low"
"007","850","6","57","3","0.187276","Low"
"175","690","27","119","5","0.187264","Low"
"605","844","15","14","2","0.187256","Low"
"590","626","228","8","4","0.187237","Low"
"095","703","30","12","2","0.187202","Low"
"101","250","8","9","2","0.187083","Low"
"592","927","11","11","2","0.187083","Low"
"679","812","19","9","2","0.187083","Low"
"048","391","18","10","2","0.187055","Low"
"615","821","73","14","6","0.187044","Low"
"741","877","225","22","5","0.187044","Low"
"463","817","28","221","4","0.186923","Low"
"413","740","57","1928","9","0.1869","Low"
"235","463","250","28","8","0.186898","Low"
"520","850","321","57","7","0.186894","Low"
"048","407","18","143","2","0.186876","Low"
"630","844","40","14","2","0.186852","Low"
"240","555","354","24","8","0.186841","Low"
"095","550","30","124","6","0.18683","Low"
"091","426","28","7","2","0.18679","Low"
"495","572","30","6","2","0.186772","Low"
"480","645","42","28","7","0.18673","Low"
"426","921","7","16","2","0.186704","Low"
"151","924","94","10","3","0.186689","Low"
"260","617","8","77","2","0.186688","Low"
"013","401","50","7","3","0.186677","Low"
"001","204","213","8","3","0.186591","Low"
"017","871","82","5","3","0.186555","Low"
"104","130","26","16","3","0.186501","Low"
"130","825","16","6","3","0.186501","Low"
"103","130","5","16","2","0.186501","Low"
"061","679","93","19","3","0.186486","Low"
"067","484","8","14","3","0.186411","Low"
"007","530","6","19","2","0.186339","Low"
"370","812","10","9","2","0.186339","Low"
"406","572","13","6","2","0.186339","Low"
"746","844","9","14","2","0.186339","Low"
"421","806","5","135","2","0.186296","Low"
"221","617","6","77","5","0.186272","Low"
"061","621","93","22","4","0.186247","Low"
"413","572","57","6","3","0.186212","Low"
"002","595","851","49","13","0.186178","Low"
"111","384","15","33","5","0.186167","Low"
"255","679","136","19","3","0.186101","Low"
"139","904","5","64","3","0.186094","Low"
"531","871","5","5","2","0.186052","Low"
"463","556","28","11","3","0.18604","Low"
"495","617","30","77","2","0.186017","Low"
"861","904","272","64","4","0.185976","Low"
"101","592","8","11","2","0.185934","Low"
"390","590","290","228","20","0.185786","Low"
"156","384","107","33","4","0.185763","Low"
"101","621","8","22","3","0.185695","Low"
"136","519","13","17","2","0.185695","Low"
"621","637","22","5","2","0.185695","Low"
"585","840","60","132","7","0.185588","Low"
"004","067","99","8","2","0.185563","Low"
"527","850","63","57","5","0.185521","Low"
"384","842","33","5","2","0.185496","Low"
"250","435","9","75","3","0.185448","Low"
"226","798","41","151","9","0.185353","Low"
"003","776","259","11","3","0.185331","Low"
"740","924","1928","10","7","0.185329","Low"
"017","772","82","10","4","0.185312","Low"
"111","315","15","11","3","0.185312","Low"
"350","697","48","10","2","0.185312","Low"
"350","747","48","7","2","0.185312","Low"
"350","851","48","7","2","0.185312","Low"
"235","421","250","5","2","0.185288","Low"
"463","820","28","244","5","0.185263","Low"
"243","426","12","7","2","0.18524","Low"
"226","240","41","354","9","0.185235","Low"
"423","900","7","112","4","0.185222","Low"
"405","556","118","11","2","0.185195","Low"
"226","255","41","136","7","0.185114","Low"
"017","521","82","6","2","0.185109","Low"
"125","401","59","7","2","0.185066","Low"
"190","904","11","64","4","0.185062","Low"
"034","095","184","30","3","0.185041","Low"
"484","700","14","578","4","0.185039","Low"
"365","384","18","33","2","0.185037","Low"
"005","426","49","7","2","0.184999","Low"
"503","621","82","22","5","0.184993","Low"
"390","817","290","221","8","0.184977","Low"
"692","804","77","8","3","0.184954","Low"
"484","924","14","10","2","0.184949","Low"
"101","705","8","219","4","0.184947","Low"
"222","832","17","45","4","0.18492","Low"
"521","690","6","119","5","0.184886","Low"
"035","484","37","14","3","0.184868","Low"
"503","930","82","8","2","0.184844","Low"
"016","923","49","45","5","0.18483","Low"
"095","821","30","14","5","0.184785","Low"
"370","527","10","63","3","0.184751","Low"
"031","267","258","7","5","0.184681","Low"
"337","382","14","21","3","0.184662","Low"
"090","370","195","10","3","0.184657","Low"
"521","906","6","16","2","0.184637","Low"
"032","752","588","53","7","0.184589","Low"
"257","798","10","151","5","0.184572","Low"
"626","892","8","90","3","0.184544","Low"
"407","482","143","41","2","0.184506","Low"
"603","615","7","73","2","0.184482","Low"
"511","844","12","14","3","0.184466","Low"
"111","717","15","55","4","0.184428","Low"
"093","840","7","132","7","0.184393","Low"
"840","869","132","6","3","0.184393","Low"
"362","705","5","219","3","0.184371","Low"
"391","405","10","118","2","0.184359","Low"
"467","741","9","225","3","0.184335","Low"
"111","503","15","82","4","0.184327","Low"
"100","924","134","10","5","0.184322","Low"
"093","190","7","11","3","0.184302","Low"
"130","257","16","10","2","0.184302","Low"
"202","297","5","15","2","0.184302","Low"
"257","905","10","13","2","0.184302","Low"
"595","717","49","55","6","0.184226","Low"
"018","320","7","20","2","0.184177","Low"
"001","171","213","29","5","0.184173","Low"
"013","320","50","20","3","0.184167","Low"
"016","426","49","7","2","0.184094","Low"
"031","257","258","10","6","0.184091","Low"
"806","930","135","8","2","0.184086","Low"
"415","924","176","10","2","0.184049","Low"
"158","456","39","6","2","0.184019","Low"
"353","904","10","64","2","0.183959","Low"
"468","741","10","225","2","0.183954","Low"
"360","365","12","18","2","0.183942","Low"
"335","540","43","22","4","0.183908","Low"
"095","803","30","134","8","0.18387","Low"
"354","460","15","39","2","0.183859","Low"
"421","742","5","57","3","0.183848","Low"
"263","500","6","24","3","0.183787","Low"
"411","741","11","225","5","0.183751","Low"
"740","861","1928","272","25","0.183742","Low"
"111","645","15","28","3","0.183742","Low"
"016","552","49","10","3","0.183638","Low"
"007","368","6","120","2","0.183636","Low"
"252","368","7","120","2","0.183636","Low"
"226","525","41","11","2","0.183621","Low"
"269","368","11","120","4","0.183607","Low"
"840","868","132","13","2","0.183605","Low"
"007","692","6","77","2","0.18356","Low"
"621","927","22","11","2","0.183506","Low"
"350","468","48","10","2","0.183487","Low"
"019","617","6","77","2","0.183465","Low"
"033","904","523","64","13","0.18336","Low"
"384","597","33","9","2","0.183309","Low"
"244","255","5","136","3","0.183282","Low"
"063","413","13","57","3","0.18327","Low"
"550","690","124","119","6","0.183255","Low"
"017","411","82","11","2","0.183249","Low"
"165","773","31","9","3","0.183191","Low"
"033","844","523","14","5","0.183189","Low"
"070","408","38","9","3","0.183178","Low"
"090","550","195","124","9","0.183146","Low"
"013","153","50","5","3","0.18314","Low"
"070","260","38","8","4","0.183124","Low"
"388","392","59","6","3","0.183117","Low"
"060","250","222","9","5","0.183112","Low"
"095","190","30","11","2","0.183087","Low"
"354","752","15","53","3","0.183044","Low"
"407","900","143","112","10","0.183038","Low"
"017","482","82","41","7","0.182963","Low"
"158","221","39","6","3","0.182879","Low"
"388","824","59","32","3","0.182863","Low"
"741","924","225","10","5","0.182834","Low"
"335","803","43","134","8","0.182827","Low"
"063","808","13","8","2","0.182818","Low"
"063","930","13","8","2","0.182818","Low"
"335","825","43","6","3","0.182755","Low"
"491","904","18","64","2","0.182672","Low"
"004","007","99","6","2","0.18265","Low"
"007","036","6","8","2","0.182574","Low"
"007","160","6","5","2","0.182574","Low"
"007","232","6","10","2","0.182574","Low"
"064","221","14","6","2","0.182574","Low"
"093","374","7","16","2","0.182574","Low"
"221","232","6","10","2","0.182574","Low"
"244","626","5","8","2","0.182574","Low"
"267","521","7","6","2","0.182574","Low"
"267","791","7","6","2","0.182574","Low"
"406","456","13","6","2","0.182574","Low"
"456","776","6","11","2","0.182574","Low"
"637","844","5","14","2","0.182574","Low"
"095","137","30","16","2","0.182537","Low"
"240","871","354","5","3","0.182534","Low"
"365","821","18","14","3","0.182499","Low"
"645","905","28","13","2","0.18245","Low"
"510","892","13","90","2","0.182402","Low"
"100","263","134","6","2","0.182395","Low"
"132","226","5","41","2","0.182394","Low"
"226","285","41","5","2","0.182394","Low"
"335","840","43","132","10","0.182339","Low"
"159","350","6","48","2","0.182323","Low"
"156","525","107","11","2","0.182264","Low"
"003","572","259","6","2","0.182224","Low"
"392","798","6","151","3","0.182219","Low"
"407","850","143","57","6","0.182203","Low"
"098","155","10","8","2","0.182203","Low"
"136","692","13","77","2","0.182168","Low"
"111","350","15","48","3","0.182108","Low"
"160","705","5","219","2","0.182104","Low"
"267","840","7","132","4","0.182042","Low"
"130","323","16","7","2","0.182006","Low"
"242","741","6","225","2","0.181954","Low"
"741","747","225","7","2","0.181954","Low"
"063","824","13","32","2","0.181945","Low"
"034","130","184","16","3","0.181921","Low"
"063","136","13","13","2","0.181902","Low"
"426","924","7","10","2","0.181902","Low"
"004","904","99","64","6","0.1819","Low"
"235","565","250","15","6","0.181869","Low"
"171","236","29","26","2","0.18186","Low"
"175","500","27","24","3","0.181848","Low"
"067","921","8","16","2","0.181848","Low"
"175","232","27","10","2","0.181848","Low"
"032","267","588","7","4","0.18178","Low"
"415","927","176","11","5","0.181731","Low"
"255","336","136","11","2","0.181717","Low"
"392","741","6","225","5","0.181701","Low"
"070","572","38","6","2","0.181688","Low"
"382","482","21","41","4","0.181665","Low"
"165","825","31","6","2","0.181631","Low"
"095","817","30","221","2","0.181598","Low"
"350","411","48","11","2","0.181568","Low"
"235","460","250","39","6","0.181554","Low"
"480","904","42","64","3","0.181442","Low"
"032","336","588","11","3","0.181428","Low"
"130","491","16","18","2","0.181421","Low"
"463","880","28","11","4","0.181369","Low"
"007","365","6","18","2","0.181369","Low"
"463","871","28","5","2","0.181369","Low"
"066","904","18","64","3","0.181277","Low"
"407","717","143","55","7","0.181193","Low"
"482","515","41","18","3","0.18119","Low"
"440","572","58","6","2","0.181186","Low"
"323","904","7","64","4","0.181179","Low"
"136","717","13","55","3","0.181142","Low"
"400","924","502","10","5","0.181072","Low"
"460","920","39","153","6","0.181067","Low"
"095","745","30","36","3","0.181052","Low"
"472","590","6","228","3","0.18099","Low"
"336","892","11","90","2","0.180988","Low"
"407","906","143","16","4","0.180957","Low"
"585","791","60","6","2","0.180948","Low"
"111","491","15","18","2","0.18086","Low"
"101","484","8","14","3","0.180839","Low"
"320","415","20","176","7","0.180799","Low"
"055","812","62","9","6","0.180775","Low"
"382","740","21","1928","10","0.180772","Low"
"371","776","11","11","2","0.180739","Low"
"371","804","11","8","2","0.180739","Low"
"390","460","290","39","6","0.180713","Low"
"384","415","33","176","6","0.18067","Low"
"004","156","99","107","5","0.18065","Low"
"235","930","250","8","2","0.180635","Low"
"048","621","18","22","3","0.180605","Low"
"165","222","31","17","2","0.180589","Low"
"234","297","9","15","3","0.180579","Low"
"269","832","11","45","3","0.180579","Low"
"297","572","15","6","3","0.180579","Low"
"036","130","8","16","2","0.180579","Low"
"190","572","11","6","2","0.180579","Low"
"482","790","41","55","6","0.180578","Low"
"407","927","143","11","2","0.180564","Low"
"036","400","8","502","3","0.180547","Low"
"090","220","195","477","13","0.180535","Low"
"368","920","120","153","11","0.180509","Low"
"255","642","136","8","2","0.180465","Low"
"817","930","221","8","2","0.180393","Low"
"236","463","26","28","3","0.180349","Low"
"142","871","81","5","2","0.180339","Low"
"226","838","41","19","4","0.180301","Low"
"063","617","13","77","3","0.18028","Low"
"495","621","30","22","3","0.180216","Low"
"353","595","10","49","2","0.180187","Low"
"617","745","77","36","4","0.180163","Low"
"565","575","15","81","4","0.180144","Low"
"232","632","10","32","3","0.180144","Low"
"315","500","11","24","2","0.180144","Low"
"142","679","81","19","4","0.180142","Low"
"064","503","14","82","3","0.180135","Low"
"031","773","258","9","4","0.180112","Low"
"368","831","120","18","6","0.18011","Low"
"232","798","10","151","7","0.180108","Low"
"154","845","45","55","2","0.180088","Low"
"565","630","15","40","3","0.180048","Low"
"111","921","15","16","2","0.180021","Low"
"360","690","12","119","3","0.180003","Low"
"267","742","7","57","2","0.18","Low"
"007","090","6","195","3","0.17989","Low"
"233","244","192","5","2","0.179875","Low"
"016","482","49","41","6","0.179856","Low"
"482","832","41","45","7","0.179807","Low"
"521","575","6","81","2","0.179773","Low"
"090","861","195","272","6","0.17974","Low"
"645","790","28","55","9","0.179687","Low"
"415","844","176","14","6","0.179671","Low"
"269","400","11","502","6","0.179646","Low"
"590","595","228","49","7","0.179636","Low"
"405","850","118","57","5","0.179605","Low"
"244","384","5","33","2","0.179605","Low"
"392","705","6","219","4","0.179528","Low"
"365","832","18","45","2","0.17952","Low"
"491","621","18","22","2","0.179518","Low"
"156","921","107","16","4","0.179463","Low"
"421","803","5","134","3","0.179435","Low"
"063","545","13","10","2","0.179427","Low"
"235","645","250","28","7","0.179401","Low"
"064","717","14","55","3","0.179284","Low"
"111","132","15","5","2","0.179284","Low"
"111","626","15","8","2","0.179284","Low"
"111","744","15","5","2","0.179284","Low"
"744","904","5","64","2","0.179252","Low"
"231","406","95","13","5","0.179231","Low"
"231","804","95","8","4","0.179231","Low"
"407","924","143","10","3","0.179216","Low"
"232","920","10","153","4","0.179201","Low"
"704","741","5","225","4","0.17916","Low"
"222","590","17","228","7","0.179112","Low"
"063","892","13","90","3","0.179096","Low"
"315","406","11","13","3","0.179029","Low"
"315","804","11","8","2","0.179029","Low"
"337","924","14","10","3","0.17901","Low"
"831","904","18","64","3","0.17891","Low"
"243","368","12","120","5","0.1789","Low"
"104","417","26","9","2","0.178885","Low"
"552","742","10","57","2","0.178885","Low"
"001","924","213","10","5","0.178816","Low"
"426","853","7","11","2","0.1788","Low"
"269","595","11","49","4","0.178774","Low"
"226","605","41","15","2","0.178763","Low"
"136","746","13","9","2","0.178609","Low"
"406","692","13","77","4","0.178576","Low"
"335","406","43","13","4","0.178561","Low"
"255","636","136","22","2","0.178505","Low"
"565","920","15","153","6","0.178472","Low"
"617","905","77","13","2","0.178387","Low"
"226","630","41","40","2","0.178377","Low"
"176","565","217","15","6","0.178375","Low"
"176","472","217","6","3","0.178375","Low"
"033","869","523","6","3","0.178316","Low"
"063","091","13","28","4","0.178299","Low"
"350","704","48","5","2","0.178296","Low"
"035","632","37","32","3","0.178218","Low"
"035","315","37","11","2","0.178218","Low"
"097","824","20","32","2","0.178204","Low"
"392","900","6","112","4","0.178188","Low"
"090","257","195","10","2","0.178188","Low"
"015","155","8","8","2","0.178174","Low"
"111","518","15","7","2","0.178174","Low"
"243","521","12","6","2","0.178174","Low"
"611","820","6","244","3","0.178158","Low"
"705","904","219","64","14","0.178143","Low"
"241","384","12","33","3","0.178071","Low"
"741","844","225","14","5","0.17803","Low"
"510","741","13","225","3","0.17803","Low"
"070","851","38","7","2","0.178017","Low"
"034","151","184","94","5","0.178015","Low"
"621","817","22","221","5","0.177967","Low"
"244","415","5","176","2","0.177877","Low"
"362","415","5","176","2","0.177877","Low"
"049","226","6","41","3","0.177867","Low"
"171","617","29","77","2","0.177842","Low"
"335","821","43","14","4","0.177822","Low"
"595","806","49","135","5","0.177703","Low"
"352","617","5","77","2","0.177648","Low"
"518","617","7","77","2","0.177648","Low"
"236","746","26","9","2","0.177601","Low"
"482","924","41","10","3","0.177517","Low"
"061","390","93","290","9","0.177516","Low"
"821","844","14","14","2","0.177512","Low"
"061","472","93","6","2","0.177449","Low"
"263","760","6","134","2","0.177441","Low"
"374","617","16","77","4","0.177438","Low"
"222","804","17","8","5","0.17743","Low"
"156","924","107","10","2","0.177426","Low"
"004","241","99","12","3","0.177403","Low"
"151","382","94","21","6","0.177334","Low"
"136","388","13","59","6","0.177171","Low"
"390","921","290","16","4","0.17716","Low"
"700","853","578","11","3","0.177097","Low"
"002","840","851","132","19","0.177072","Low"
"263","463","6","28","2","0.17705","Low"
"426","463","7","28","2","0.17705","Low"
"176","741","217","225","17","0.177023","Low"
"001","927","213","11","8","0.177016","Low"
"063","190","13","11","3","0.177003","Low"
"243","463","12","28","3","0.176998","Low"
"032","421","588","5","2","0.17696","Low"
"482","495","41","30","4","0.1769","Low"
"015","690","8","119","3","0.176899","Low"
"350","565","48","15","5","0.176898","Low"
"240","824","354","32","2","0.176894","Low"
"067","706","8","102","2","0.176888","Low"
"384","906","33","16","3","0.176863","Low"
"153","220","5","477","4","0.17686","Low"
"243","595","12","49","2","0.176853","Low"
"717","930","55","8","2","0.176853","Low"
"031","056","258","10","6","0.176806","Low"
"235","804","250","8","4","0.176785","Low"
"019","136","6","13","2","0.176777","Low"
"232","746","10","9","2","0.176777","Low"
"521","572","6","6","2","0.176777","Low"
"611","821","6","14","2","0.176777","Low"
"798","844","151","14","4","0.176677","Low"
"690","838","119","19","4","0.176654","Low"
"460","892","39","90","5","0.17661","Low"
"001","463","213","28","11","0.17657","Low"
"111","575","15","81","6","0.176534","Low"
"017","463","82","28","8","0.176532","Low"
"007","590","6","228","3","0.176529","Low"
"136","503","13","82","4","0.176528","Low"
"066","095","18","30","3","0.176496","Low"
"016","320","49","20","3","0.176489","Low"
"063","137","13","16","2","0.176471","Low"
"231","923","95","45","7","0.176431","Low"
"111","335","15","43","4","0.176427","Low"
"036","320","8","20","2","0.176336","Low"
"320","511","20","12","2","0.176336","Low"
"001","704","213","5","4","0.176312","Low"
"360","520","12","321","2","0.176293","Low"
"257","817","10","221","3","0.176274","Low"
"064","806","14","135","2","0.176249","Low"
"463","480","28","42","2","0.176242","Low"
"070","806","38","135","7","0.176179","Low"
"014","621","8","22","3","0.176166","Low"
"001","142","213","81","14","0.176164","Low"
"101","467","8","9","2","0.176141","Low"
"233","617","192","77","13","0.176028","Low"
"031","812","258","9","8","0.176011","Low"
"093","240","7","354","7","0.175935","Low"
"413","520","57","321","3","0.175913","Low"
"232","255","10","136","7","0.175886","Low"
"140","552","110","10","4","0.17583","Low"
"235","773","250","9","6","0.175796","Low"
"222","806","17","135","5","0.175789","Low"
"101","415","8","176","3","0.175786","Low"
"142","443","81","5","2","0.175751","Low"
"111","484","15","14","3","0.17575","Low"
"002","455","851","46","16","0.175725","Low"
"219","335","7","43","3","0.175725","Low"
"844","921","14","16","3","0.175682","Low"
"090","463","195","28","5","0.175659","Low"
"232","415","10","176","5","0.175656","Low"
"845","923","55","45","6","0.175632","Low"
"285","617","5","77","2","0.175618","Low"
"463","745","28","36","3","0.17561","Low"
"320","840","20","132","6","0.175609","Low"
"741","906","225","16","6","0.175588","Low"
"545","700","10","578","4","0.175585","Low"
"095","844","30","14","3","0.175578","Low"
"440","812","58","9","2","0.175578","Low"
"564","621","6","22","2","0.175466","Low"
"354","812","15","9","3","0.175412","Low"
"204","455","8","46","2","0.175412","Low"
"063","550","13","124","5","0.175401","Low"
"515","923","18","45","2","0.175373","Low"
"380","615","8","73","3","0.175306","Low"
"034","090","184","195","5","0.17528","Low"
"004","776","99","11","2","0.175232","Low"
"136","495","13","30","2","0.175228","Low"
"585","812","60","9","3","0.175202","Low"
"790","923","55","45","4","0.175135","Low"
"368","456","120","6","4","0.175119","Low"
"572","630","6","40","2","0.175075","Low"
"824","825","32","6","2","0.175038","Low"
"055","521","62","6","4","0.175035","Low"
"063","745","13","36","3","0.175035","Low"
"063","064","13","14","2","0.175035","Low"
"063","511","13","12","2","0.175035","Low"
"219","615","7","73","2","0.175015","Low"
"554","645","15","28","4","0.175","Low"
"371","565","11","15","3","0.175","Low"
"472","554","6","15","2","0.175","Low"
"048","521","18","6","2","0.174974","Low"
"111","243","15","12","2","0.174964","Low"
"151","323","94","7","3","0.174938","Low"
"260","904","8","64","3","0.174932","Low"
"156","820","107","244","9","0.174919","Low"
"007","706","6","102","3","0.174904","Low"
"415","617","176","77","6","0.174893","Low"
"125","154","59","45","4","0.174891","Low"
"298","840","9","132","3","0.174879","Low"
"220","812","477","9","9","0.174875","Low"
"048","869","18","6","2","0.174845","Low"
"825","892","6","90","2","0.174831","Low"
"017","035","82","37","5","0.174815","Low"
"352","595","5","49","2","0.174801","Low"
"520","590","321","228","15","0.17478","Low"
"360","400","12","502","5","0.174775","Low"
"337","920","14","153","2","0.174768","Low"
"097","741","20","225","4","0.174755","Low"
"415","626","176","8","4","0.174697","Low"
"400","413","502","57","7","0.174691","Low"
"484","900","14","112","4","0.174675","Low"
"097","927","20","11","2","0.174613","Low"
"406","838","13","19","3","0.174574","Low"
"101","243","8","12","2","0.174574","Low"
"776","838","11","19","2","0.174574","Low"
"365","838","18","19","2","0.174503","Low"
"519","617","17","77","3","0.174491","Low"
"049","070","6","38","3","0.174449","Low"
"142","463","81","28","6","0.174442","Low"
"098","904","10","64","2","0.174378","Low"
"097","101","20","8","3","0.174371","Low"
"565","803","15","134","7","0.174364","Low"
"190","690","11","119","5","0.174335","Low"
"527","530","63","19","3","0.174293","Low"
"406","806","13","135","4","0.174235","Low"
"320","798","20","151","8","0.174224","Low"
"621","745","22","36","2","0.174218","Low"
"063","741","13","225","8","0.17409","Low"
"215","645","11","28","5","0.174089","Low"
"350","904","48","64","9","0.174071","Low"
"460","790","39","55","5","0.174015","Low"
"368","436","120","17","3","0.174013","Low"
"240","337","354","14","4","0.173972","Low"
"405","794","118","13","2","0.17394","Low"
"390","554","290","15","3","0.173938","Low"
"406","921","13","16","2","0.173916","Low"
"621","877","22","22","2","0.173872","Low"
"158","821","39","14","3","0.173795","Low"
"773","832","9","45","5","0.173762","Low"
"130","352","16","5","2","0.173762","Low"
"130","518","16","7","2","0.173762","Low"
"158","702","39","10","5","0.173735","Low"
"175","463","27","28","4","0.173723","Low"
"690","817","119","221","4","0.173688","Low"
"093","817","7","221","5","0.173663","Low"
"137","904","16","64","3","0.173594","Low"
"480","844","42","14","2","0.17356","Low"
