"LocalCode","IcitWellsCode","Status","TotalTokens","RarityBand","CandidateClasses","Evidence"
"000","","ErodedUnknown","1881","ErodedUnknown","ErodedUnknown","ICIT documentation treats 000 as one eroded sign."
"697","697","ProvisionalIdentity","10","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"698","698","ProvisionalIdentity","10","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"699","699","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"700","700","ProvisionalIdentity","578","Dominant500Plus","DominantCode;TerminalCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"701","701","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"702","702","ProvisionalIdentity","10","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"703","703","ProvisionalIdentity","12","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"704","704","ProvisionalIdentity","5","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"705","705","ProvisionalIdentity","219","Common100To499","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"706","706","ProvisionalIdentity","102","Common100To499","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"707","707","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"708","708","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"709","709","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"710","710","ProvisionalIdentity","5","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"711","711","ProvisionalIdentity","21","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"712","712","ProvisionalIdentity","5","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"713","713","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"714","714","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"715","715","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"716","716","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"717","717","ProvisionalIdentity","55","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"718","718","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"719","719","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"720","720","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"721","721","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"722","722","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"723","723","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"725","725","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"727","727","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"728","728","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"729","729","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"731","731","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"732","732","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"733","733","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"734","734","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"735","735","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"736","736","ProvisionalIdentity","4","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"740","740","ProvisionalIdentity","1928","Dominant500Plus","DominantCode","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"741","741","ProvisionalIdentity","225","Common100To499","MedialCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"742","742","ProvisionalIdentity","57","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"743","743","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"744","744","ProvisionalIdentity","5","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"745","745","ProvisionalIdentity","36","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"746","746","ProvisionalIdentity","9","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"747","747","ProvisionalIdentity","7","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"748","748","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"749","749","ProvisionalIdentity","6","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"750","750","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"751","751","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"752","752","ProvisionalIdentity","53","Active20To99","MedialCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"753","753","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"759","759","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"760","760","ProvisionalIdentity","134","Common100To499","MedialCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"761","761","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"762","762","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"763","763","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"764","764","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"765","765","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"766","766","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"767","767","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"768","768","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"770","770","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"772","772","ProvisionalIdentity","10","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"773","773","ProvisionalIdentity","9","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"775","775","ProvisionalIdentity","4","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"776","776","ProvisionalIdentity","11","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"777","777","ProvisionalIdentity","7","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"778","778","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"780","780","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"781","781","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"782","782","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"783","783","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"784","784","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"785","785","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"786","786","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"790","790","ProvisionalIdentity","55","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"791","791","ProvisionalIdentity","6","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"792","792","ProvisionalIdentity","13","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"793","793","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"794","794","ProvisionalIdentity","13","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"795","795","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"796","796","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"797","797","ProvisionalIdentity","4","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"798","798","ProvisionalIdentity","151","Common100To499","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"799","799","ProvisionalIdentity","4","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"801","801","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"803","803","ProvisionalIdentity","134","Common100To499","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"804","804","ProvisionalIdentity","8","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"805","805","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"806","806","ProvisionalIdentity","135","Common100To499","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"807","807","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"808","808","ProvisionalIdentity","8","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"809","809","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"810","810","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"811","811","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"812","812","ProvisionalIdentity","9","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"813","813","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"814","814","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"815","815","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"816","816","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"817","817","ProvisionalIdentity","221","Common100To499","InitialCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"818","818","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"820","820","ProvisionalIdentity","244","Common100To499","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"821","821","ProvisionalIdentity","14","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"822","822","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"823","823","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"824","824","ProvisionalIdentity","32","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"825","825","ProvisionalIdentity","6","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"826","826","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"827","827","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"828","828","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"829","829","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"830","830","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"831","831","ProvisionalIdentity","18","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"832","832","ProvisionalIdentity","45","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"833","833","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"834","834","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"835","835","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"836","836","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"837","837","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"838","838","ProvisionalIdentity","19","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"839","839","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"840","840","ProvisionalIdentity","132","Common100To499","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"841","841","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"842","842","ProvisionalIdentity","5","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"843","843","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"844","844","ProvisionalIdentity","14","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"845","845","ProvisionalIdentity","55","Active20To99","MedialCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"849","849","ProvisionalIdentity","8","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"850","850","ProvisionalIdentity","57","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"851","851","ProvisionalIdentity","7","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"852","852","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"853","853","ProvisionalIdentity","11","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"854","854","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"855","855","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"856","856","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"857","857","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"858","858","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"859","859","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"860","860","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"861","861","ProvisionalIdentity","272","Common100To499","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"862","862","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"863","863","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"864","864","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"865","865","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"866","866","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"868","868","ProvisionalIdentity","13","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"869","869","ProvisionalIdentity","6","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"870","870","ProvisionalIdentity","3","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"871","871","ProvisionalIdentity","5","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"872","872","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"874","874","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"875","875","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"876","876","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"877","877","ProvisionalIdentity","22","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"878","878","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"879","879","ProvisionalIdentity","4","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"880","880","ProvisionalIdentity","11","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"890","890","ProvisionalIdentity","12","Low6To19","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"891","891","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"892","892","ProvisionalIdentity","90","Active20To99","Unclassified","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"893","893","ProvisionalIdentity","4","Rare3To5","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"894","894","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"895","895","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"896","896","ProvisionalIdentity","2","DisLegomenon","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
"897","897","ProvisionalIdentity","1","Hapax","RareOrAllographCandidate","Local corpus uses ICIT-style sign-code notation; identity mapping is provisional until checked against the Wells/ICIT sign catalog."
